modelo,horizonte,fold,validacao_ano,geral_pr_auc_average_precision_a,geral_recall_a,geral_f1_a,geral_balanced_accuracy_a,geral_brier_score_a,early_warning_pr_auc_average_precision_a,early_warning_recall_a,early_warning_f1_a,early_warning_balanced_accuracy_a,early_warning_brier_score_a,geral_pr_auc_average_precision_b,geral_recall_b,geral_f1_b,geral_balanced_accuracy_b,geral_brier_score_b,early_warning_pr_auc_average_precision_b,early_warning_recall_b,early_warning_f1_b,early_warning_balanced_accuracy_b,early_warning_brier_score_b,geral_pr_auc_average_precision_delta_b_menos_a,geral_recall_delta_b_menos_a,geral_f1_delta_b_menos_a,geral_balanced_accuracy_delta_b_menos_a,geral_brier_score_delta_b_menos_a,early_warning_pr_auc_average_precision_delta_b_menos_a,early_warning_recall_delta_b_menos_a,early_warning_f1_delta_b_menos_a,early_warning_balanced_accuracy_delta_b_menos_a,early_warning_brier_score_delta_b_menos_a
logistic_regression,1,fold_4,2024,0.962418316878698,0.9058961343225302,0.9151446262761525,0.9336900021267982,0.0476157615754635,0.2661932707835253,0.0738991984187987,0.1313811615422157,0.5356392749816453,0.0433965353967981,0.9608651562295384,0.9058550319570892,0.9155307691908257,0.9338997657254662,0.0477182599763321,0.2487723823925709,0.074228615350829,0.1317867238522273,0.5357729865304448,0.0432927645552094,-0.0015531606491596683,-4.110236544108137e-05,0.0003861429146732043,0.000209763598667978,0.00010249840086859474,-0.017420888390954375,0.0003294169320302992,0.0004055623100115979,0.00013371154879948666,-0.00010377084158870453
logistic_regression,2,fold_1,2021,0.7727822273959067,0.7002587112943649,0.7472769234087526,0.8416512387272101,0.0351895389737355,0.1514316976423595,0.0353105373342637,0.0663693599160545,0.5172391238649017,0.0261247347838758,0.7752669310701804,0.6979545638289272,0.7466701262757308,0.8406134678260484,0.0350054547663912,0.1596491346625207,0.0358688066992323,0.0673744920697339,0.5175162384269868,0.0259500474030478,0.0024847036742736694,-0.0023041474654377225,-0.000606797133021808,-0.0010377709011617497,-0.00018408420734430248,0.0082174370201612,0.0005582693649685971,0.0010051321536793945,0.0002771145620851234,-0.00017468738082800084
logistic_regression,2,fold_2,2022,0.8599034077272396,0.7596524783609427,0.7989226323909208,0.8596122658648537,0.0695573978611337,0.2651456968675766,0.0672280902083928,0.1218944099378881,0.5323782797912917,0.0561703200381636,0.858206491180303,0.7484034103802639,0.7988926377714335,0.8563844360026585,0.0697880042250775,0.2581097831326694,0.0669426206109049,0.1214789872434112,0.53225770014756,0.0560783012828723,-0.0016969165469365999,-0.011249067980678817,-2.9994619487272445e-05,-0.003227829862195275,0.00023060636394379996,-0.007035913734907195,-0.000285469597487889,-0.0004154226944768913,-0.00012057964373168861,-9.201875529130099e-05
logistic_regression,2,fold_3,2023,0.8374666957159735,0.7482722711350942,0.7838081732628593,0.8552871094856006,0.0643082831028308,0.235421862338528,0.0547405806053119,0.1001836936555037,0.5262171548501731,0.0504889779874143,0.8304232700903759,0.7418157720344599,0.7835408229588521,0.853155764227614,0.064780239627029,0.2115010034593213,0.0531192093885114,0.0975056689342403,0.5254555886018177,0.0506660158315855,-0.007043425625597677,-0.006456499100634283,-0.00026735030400726334,-0.0021313452579866388,0.0004719565241982082,-0.023920858879206697,-0.0016213712168005046,-0.0026780247212633973,-0.0007615662483553276,0.00017703784417119617
logistic_regression,2,fold_4,2024,0.9185444827533008,0.8316058394160584,0.851412954125698,0.8837925116006613,0.0807420100731158,0.2882462219384445,0.0719354838709677,0.1283600990042019,0.533694483017891,0.0734800597846926,0.915219217206374,0.8311053180396246,0.8528717797811722,0.8845967565273445,0.0811179414342973,0.2700999313475099,0.072516129032258,0.1292845640671727,0.5339668114646239,0.0733875205922074,-0.0033252655469268033,-0.0005005213764337491,0.0014588256554742829,0.0008042449266831841,0.00037593136118151127,-0.01814629059093459,0.0005806451612903052,0.0009244650629708084,0.0002723284467328613,-9.253919248519704e-05
logistic_regression,3,fold_1,2021,0.6502747133354181,0.5544368041912247,0.6394297717670938,0.7683815784416632,0.0473999486700184,0.1380957141079702,0.0289555325749741,0.0549504464723775,0.5139761448638813,0.0360905846656869,0.6550232308129139,0.5546823837590046,0.6382818387339865,0.7683252570196317,0.047074469249682,0.1443699374651999,0.0289555325749741,0.0549936168123342,0.513992796197445,0.0359075087932302,0.004748517477495828,0.00024557956777992995,-0.00114793303310734,-5.632142203149115e-05,-0.00032547942033640115,0.0062742233572297135,0.0,4.3170339956703774e-05,1.6651333563655335e-05,-0.00018307587245670193
logistic_regression,3,fold_2,2022,0.7763310102173895,0.6310170075279222,0.7084135035857968,0.7938599581687028,0.0943592100508648,0.2617359008239824,0.0548176259751212,0.1012411779021659,0.5260319433639394,0.0768872287005064,0.7742522148109411,0.6062027454775064,0.6974488640652124,0.7840907643615329,0.094670763153988,0.255612051140793,0.0549757537423571,0.1015975063315799,0.5261523391687167,0.0768030643595607,-0.002078795406448397,-0.024814262050415814,-0.010964639520584352,-0.009769193807169896,0.0003115531031231966,-0.0061238496831894085,0.00015812776723590077,0.00035632842941400733,0.00012039580477729572,-8.416434094569991e-05
logistic_regression,3,fold_3,2023,0.7445534716851938,0.6182093907167812,0.6915321931265501,0.7890808714919492,0.0861126932162525,0.2236079263549472,0.0454624027657735,0.0844889436204957,0.5214313472201831,0.0683049262650523,0.7341453975189267,0.595385265097708,0.6815280326085762,0.7797817048221309,0.086848472048685,0.1990077678843981,0.0441947565543071,0.0823049683442429,0.520838982877613,0.0687136680830075,-0.0104080741662671,-0.02282412561907321,-0.010004160517973926,-0.009299166669818226,0.0007357788324324904,-0.024600158470549083,-0.0012676462114663972,-0.002183975276252789,-0.0005923643425701508,0.0004087418179551938
logistic_regression,3,fold_4,2024,0.8687126838209814,0.7440595476667621,0.7913950603360775,0.8360326858566772,0.1093914774916342,0.2814862149026654,0.059644547474162,0.1087674490290193,0.5273800227957969,0.0990444517188428,0.8637691441582162,0.7365948828874681,0.7884841296415053,0.8334959630319068,0.1098775272439349,0.2638844864801291,0.0600309089152902,0.1093804998240056,0.5275382233596498,0.0989791228333457,-0.004943539662765284,-0.007464664779293972,-0.002910930694572267,-0.0025367228247704654,0.00048604975230069625,-0.017601728422536322,0.0003863614411281982,0.0006130507949863029,0.00015820056385296155,-6.53288854970957e-05
logistic_regression,4,fold_1,2021,0.5059497886716358,0.3873732146553508,0.4933825467967308,0.6846019418646206,0.0594112405119252,0.0956981133189128,0.0100753534840403,0.0197461212976022,0.5047740213203644,0.0458581302314756,0.5160449474868314,0.4154419374870627,0.5154215567939597,0.6979556730703654,0.0589477122174435,0.1026930808769664,0.0095673524680382,0.0187754423859765,0.504541456212498,0.0457339731409535,0.010095158815195626,0.028068722831711912,0.02203900999722891,0.01335373120574479,-0.0004635282944817007,0.006994967558053594,-0.0005080010160020999,-0.0009706789116257011,-0.0002325651078664004,-0.0001241570905220965
logistic_regression,4,fold_2,2022,0.666890344211674,0.4807807308970099,0.584512233295972,0.716514394959108,0.1197926054439196,0.2296684031262721,0.0227955696745943,0.0441469903558363,0.5107722838949841,0.0972559843531686,0.6642163195138772,0.4574750830564784,0.567905307873139,0.7064114570908333,0.1201434828851766,0.223620063713995,0.0221516270284193,0.0429570429570429,0.5104963451087767,0.0972424652864682,-0.002674024697796873,-0.023305647840531518,-0.01660692542283304,-0.010102937868274653,0.0003508774412569887,-0.006048339412277087,-0.0006439426461750004,-0.0011899473987934048,-0.00027593878620735257,-1.3519066700398708e-05
logistic_regression,4,fold_3,2023,0.6273905351273079,0.4551303296746145,0.5583392128959735,0.7067683830727403,0.1071836055742662,0.1858453830040936,0.0175255283780574,0.0340547275160352,0.5081356855630164,0.0849658229190092,0.6127884788717186,0.427875148655762,0.5368180317242898,0.6942008844996714,0.1083468395270319,0.1581612284804534,0.0165756352410353,0.0322476322476322,0.5076759716736797,0.0857779951199704,-0.014602056255589302,-0.027255181018852492,-0.02152118117168378,-0.012567498573068825,0.0011632339527656993,-0.027684154523640203,-0.0009498931370220988,-0.0018070952684030028,-0.0004597138893366326,0.0008121722009612059
logistic_regression,4,fold_4,2024,0.8029919894150694,0.6333145921633077,0.7105864940768284,0.7771918908741309,0.1382053967535582,0.2510247416339978,0.0277243589743589,0.0532717474980754,0.5127588499885889,0.122354001043506,0.7956049946627544,0.6217347115301445,0.700470204161185,0.7702751029851336,0.1388905990115057,0.23205475363108,0.0279246794871794,0.0536277602523659,0.5128287359599769,0.1223931060048209,-0.007386994752315079,-0.011579880633163175,-0.010116289915643395,-0.0069167878889973,0.0006852022579474926,-0.018969988002917798,0.00020032051282049823,0.0003560127542905009,6.988597138801733e-05,3.910496131490082e-05
