ano_epidemiologico,codigo_uf_ibge,nome_uf_ibge,regiao,casos_provaveis,populacao_uf,unidades_territoriais,unidades_territoriais_com_casos,incidencia_anual_100mil,proporcao_unidades_com_casos,participacao_casos_nacional_ano
2024,51,Mato Grosso,Centro-Oeste,42960,3836399,141,140,1119.8001042123096,0.9929078014184397,0.006543898500112873
2024,52,Goiás,Centro-Oeste,334552,7350483,246,246,4551.428797264071,1.0,0.05096076189501308
2024,53,Distrito Federal,Centro-Oeste,277897,2982818,1,1,9316.59256448097,1.0,0.04233076725991311
2025,11,Rondônia,Norte,2604,1751950,52,52,148.6343788350124,1.0,0.0015847088979822348
2025,12,Acre,Norte,8632,884372,22,22,976.0598481182128,1.0,0.005253151769348176
2025,13,Amazonas,Norte,5014,4321616,62,51,116.02141421172081,0.8225806451612904,0.0030513557659304627
2025,14,Roraima,Norte,472,738772,15,15,63.889806327256586,1.0,0.00028724370193840813
2025,15,Pará,Norte,17080,8711196,144,138,196.0695178939838,0.9583333333333334,0.010394327180313582
2025,16,Amapá,Norte,2414,806517,16,16,299.31173180478527,1.0,0.001469081136608723
2025,17,Tocantins,Norte,3018,1586859,139,126,190.18702984953296,0.9064748201438849,0.0018366557043434655
2025,21,Maranhão,Nordeste,5759,7018211,217,204,82.05794895593763,0.9400921658986175,0.0035047383039476534
2025,22,Piauí,Nordeste,9375,3384547,224,179,276.99423290620575,0.7991071428571429,0.005705317173035119
