regiao,semana_epidemiologica,anos_disponiveis,casos_media,casos_mediana,incidencia_media_100mil,incidencia_mediana_100mil,incidencia_q25_100mil,incidencia_q75_100mil,incidencia_minima_100mil,incidencia_maxima_100mil
Nordeste,52,10,518.7,479.5,0.9145055262114106,0.8404467326883801,0.737685395013345,1.023412445730376,0.5403121397174686,1.4407212770778293
Nordeste,53,2,447.5,447.5,0.7814344348703783,0.7814344348703783,0.5231808387852783,1.0396880309554786,0.2649272427001782,1.2979416270405786
Centro-Oeste,1,10,4323.7,2878.5,26.297951244671815,17.046560372483317,11.507856387523304,33.533793284990644,7.493714138507779,73.37334326405939
Centro-Oeste,2,10,4889.6,3681.5,29.723350764354215,22.43795214777142,13.97195825402278,34.527368057298084,8.53517281270934,77.84861344238779
Centro-Oeste,3,10,6031.6,4353.0,36.57304967403717,25.886173951670777,15.953374956059065,40.85657511864973,9.426996619927916,112.25078851741738
Centro-Oeste,4,10,7416.3,4702.0,44.77882428362973,27.895124505844706,18.37948569500279,46.9806637381129,10.947286868475022,165.57328123119134
Centro-Oeste,5,10,8893.3,5400.5,53.67564295071058,32.12061397164341,22.31772135581875,55.40827599123073,13.39531329231662,208.04148645747512
Centro-Oeste,6,10,9398.3,5816.0,56.725473559270355,34.6422587711555,21.157014286425326,60.770048744088854,13.996050745321197,216.08408587481136
Centro-Oeste,7,10,9879.9,6087.5,59.66240347519329,36.279824039663524,22.10451381953617,59.290839014329016,14.474763552091858,227.69401453115537
Centro-Oeste,8,10,10113.6,6356.0,60.95055543748094,37.96775174211126,24.57309869430241,56.32062835117778,12.415038712433878,251.98582792058974
Centro-Oeste,9,10,10462.4,6574.5,63.13229565577674,40.35038903058995,26.147658384816353,71.92248895410233,14.071636977969195,247.03608538042286
Centro-Oeste,10,10,10495.1,7301.5,63.39464164460706,44.812324510303036,28.2498740754994,72.00074485604657,16.286258922427848,228.11576774167852
Centro-Oeste,11,10,10633.9,8133.5,64.22225100537337,49.91733671080276,27.985458882271438,65.85536726158888,17.249907465798255,224.92333024535785
Centro-Oeste,12,10,10483.5,8202.0,63.36217031224969,50.0263295623577,27.60109209766769,63.01487995472426,17.202024308363704,210.3728444823111
Centro-Oeste,13,10,9575.5,7771.5,58.03825838021838,47.419796159417366,26.663529261189073,64.63563180296842,16.36441936829184,158.36247286794233
Centro-Oeste,14,10,9994.9,7454.0,60.47105697056365,45.45271857815908,29.336997088557276,63.04644146620324,18.726489138541815,182.09780632682535
Centro-Oeste,15,10,10065.7,8127.0,60.905423726127005,50.53747419174452,28.986124022363967,66.34453765458404,17.863546315810492,179.37984119234318
Centro-Oeste,16,10,9519.1,6773.5,57.56922200669722,42.30787313507042,27.78805206659849,61.03947368695447,19.066627185457815,167.131425036735
Centro-Oeste,17,10,8923.2,6146.5,53.95377750390812,36.7556803127105,24.712251713995546,63.01033698492696,19.450857201418476,146.10234134537515
Centro-Oeste,18,10,8772.8,6381.5,53.071880493238176,38.228579326973644,25.73797196092829,64.01142180353715,22.083777638657118,137.63798871751584
Centro-Oeste,19,10,8115.0,6352.0,49.06678232476786,37.917333103341306,23.652331932863,63.92145270419807,21.535777451959124,123.39796017888193
Centro-Oeste,20,10,7057.8,5670.5,42.680315437741655,34.46833461814668,20.929201579772787,59.75217251773932,16.659229928533247,101.49608164907848
Centro-Oeste,21,10,5754.0,4560.5,34.777192635881946,27.797746531265474,18.14744296237504,45.25171455066611,12.246992335349468,80.24440598549813
Centro-Oeste,22,10,4857.2,3890.0,29.435870660819536,23.41739332913393,19.032536832186853,40.288543937999265,10.733677849698882,61.58774268313441
Centro-Oeste,23,10,4122.0,3306.5,24.972371686708637,20.153994649545687,15.408152585184265,33.321133497834666,9.40553686651187,52.1013772165482
Centro-Oeste,24,10,3435.2,2960.0,20.80389314725226,17.61981627871023,12.38974172342478,26.287296295141765,7.0429783868042035,43.369748459140574
Centro-Oeste,25,10,2794.4,2347.0,16.93503749444483,13.977516818221282,11.115310439463684,24.151880504669442,5.951093251587959,29.680174490218302
Centro-Oeste,26,10,2204.0,2019.5,13.35908778540269,12.035140574770438,9.04448508961284,19.4310803007985,4.341999368111386,23.421382267761686
Centro-Oeste,27,10,1840.4,1790.0,11.138908106757226,10.672404359606059,6.140805060999072,15.702574514928891,3.95888177680744,19.38893231710335
Centro-Oeste,28,10,1493.2,1571.0,9.047799888217366,9.387141533725131,5.317173665406772,12.17885681147735,3.4672142013007097,14.211575552357594
Centro-Oeste,29,10,1246.4,1370.0,7.551719924135968,8.179588445324946,4.4969644731245975,10.093718145162537,2.905308400721589,11.940179027790721
Centro-Oeste,30,10,1089.1,1216.0,6.593592887900802,7.257183626909631,3.7225783100552863,7.993672657594465,2.7201348982580154,11.007064779860546
Centro-Oeste,31,10,1059.1,1111.0,6.415481549144632,6.586876792470834,3.982829697336505,7.9813151727285945,2.8286848824608,10.737133817900435
Centro-Oeste,32,10,914.1,897.0,5.545011740293232,5.401723140558905,3.3356976629333364,7.080587039062998,2.873381934779594,9.97572797951667
Centro-Oeste,33,10,935.9,911.0,5.675518436322859,5.553056013634626,3.505369834488194,7.644802211760734,3.2373436465183425,9.122419555422628
Centro-Oeste,34,10,856.7,781.5,5.192721176880743,4.767063869234484,3.4710400382558095,7.062652547554694,2.75844665738841,8.717251526716105
