modelo,horizonte,fold,treino_inicio,treino_fim,validacao_ano,linhas_treino,positivos_treino,prevalencia_treino,linhas_validacao,threshold,tempo_treinamento_segundos,tempo_predicao_segundos,geral_observacoes,geral_positivos,geral_negativos,geral_prevalencia,geral_pr_auc_average_precision,geral_roc_auc,geral_recall,geral_precision,geral_f1,geral_balanced_accuracy,geral_brier_score,geral_tn,geral_fp,geral_fn,geral_tp,early_warning_observacoes,early_warning_positivos,early_warning_negativos,early_warning_prevalencia,early_warning_pr_auc_average_precision,early_warning_roc_auc,early_warning_recall,early_warning_precision,early_warning_f1,early_warning_balanced_accuracy,early_warning_brier_score,early_warning_tn,early_warning_fp,early_warning_fn,early_warning_tp
logistic_regression,2,fold_3,2018,2022,2023,1442371,224251,0.15547386906697375,278450,0.5,7.066381799999363,0.06830389999959152,278450,52815,225635,0.18967498653259113,0.8304232700903759,0.9201058009780096,0.7418157720344599,0.8302394575121848,0.7835408229588521,0.853155764227614,0.06478023962702904,217624,8011,13636,39179,226717,12952,213765,0.05712849058517888,0.21150100345932135,0.7381013421291935,0.053119209388511425,0.593103448275862,0.09750566893424037,0.5254555886018177,0.05066601583158552,213293,472,12264,688
hist_gradient_boosting,2,fold_3,2018,2022,2023,1442371,224251,0.15547386906697375,278450,0.5,16.7951692000006,0.7550049000001309,278450,52815,225635,0.18967498653259113,0.883912759299122,0.9472137840921174,0.7337688156773644,0.891511387163561,0.804985200186945,0.8564339014899331,0.05343484457953661,220919,4716,14061,38754,226717,12952,213765,0.05712849058517888,0.30486997918319764,0.8321268434767145,0.09844039530574429,0.5543478260869565,0.16719118804091268,0.5468227050792516,0.045966067182177786,212740,1025,11677,1275
logistic_regression,2,fold_4,2018,2023,2024,1731959,278356,0.16071743037797084,278450,0.5,8.05706680000003,0.08238119999987248,278450,95900,182550,0.3444065361824385,0.915219217206374,0.9366423173447417,0.8311053180396246,0.8758090214823361,0.8528717797811722,0.8845967565273445,0.08111794143429735,171248,11302,16197,79703,182221,15500,166721,0.08506154614451682,0.2700999313475099,0.7331417782964044,0.07251612903225807,0.5953389830508474,0.12928456406717276,0.5339668114646239,0.0733875205922074,165957,764,14376,1124
hist_gradient_boosting,2,fold_4,2018,2023,2024,1731959,278356,0.16071743037797084,278450,0.5,20.372495400000844,0.7631256000004214,278450,95900,182550,0.3444065361824385,0.9429791915262407,0.9563247389476335,0.8201876955161627,0.9230299829842163,0.8685752146426303,0.8921289066460572,0.06655724524241748,175991,6559,17244,78656,182221,15500,166721,0.08506154614451682,0.34508340936616155,0.8132136726007966,0.11483870967741935,0.5843729481286933,0.19195513857435564,0.553622592583205,0.06623465869159398,165455,1266,13720,1780
logistic_regression,3,fold_1,2018,2020,2021,857626,135744,0.15827878352568603,272881,0.5,4.003333099999509,0.06842069999947853,272881,24432,248449,0.08953353293193736,0.6550232308129139,0.8711921859153942,0.5546823837590046,0.7515527950310559,0.6382818387339865,0.7683252570196317,0.04707446924968204,243969,4480,10880,13552,249891,9670,240221,0.03869687183612055,0.14436993746519994,0.7071204337446816,0.028955532574974147,0.5458089668615984,0.054993616812334285,0.513992796197445,0.035907508793230264,239988,233,9390,280
hist_gradient_boosting,3,fold_1,2018,2020,2021,857626,135744,0.15827878352568603,272881,0.5,10.406199999999444,0.7394739000010304,272881,24432,248449,0.08953353293193736,0.7320111367022013,0.9158865214723381,0.5565242305173543,0.8191950837450295,0.6627833292712649,0.7722226463938398,0.04121916883030228,245448,3001,10835,13597,249891,9670,240221,0.03869687183612055,0.2307951242909002,0.8166909007138966,0.08148914167528439,0.5057766367137355,0.14036337727110795,0.5391418799821383,0.03334284120479387,239451,770,8882,788
logistic_regression,3,fold_2,2018,2021,2022,1147214,160992,0.14033301546180574,272881,0.5,5.260133499999938,0.07440060000044468,272881,60973,211908,0.22344172001715032,0.7742522148109411,0.8781140851015562,0.6062027454775064,0.821031120193696,0.6974488640652124,0.7840907643615329,0.094670763153988,203851,8057,24011,36962,212527,18972,193555,0.08926865762938356,0.255612051140793,0.702235241984352,0.05497575374235716,0.6685897435897435,0.10159750633157998,0.5261523391687167,0.07680306435956072,193038,517,17929,1043
hist_gradient_boosting,3,fold_2,2018,2021,2022,1147214,160992,0.14033301546180574,272881,0.5,13.694358299999294,0.8205684999993537,272881,60973,211908,0.22344172001715032,0.8270119011174146,0.9118007504944743,0.6223902383021993,0.863615675208229,0.7234237239670209,0.7970545487148726,0.08242528100137256,205915,5993,23024,37949,212527,18972,193555,0.08926865762938356,0.33980054928577064,0.7975722509764142,0.10415348935273033,0.6329276105060858,0.17887209197067078,0.549116345823326,0.07047136827830881,192409,1146,16996,1976
logistic_regression,3,fold_3,2018,2022,2023,1436802,224061,0.15594424283930564,272881,0.5,7.683618300001399,0.1017281999993429,272881,52094,220787,0.1909037272657312,0.7341453975189267,0.8657331759371224,0.595385265097708,0.7968143866409763,0.6815280326085762,0.7797817048221309,0.08684847204868508,212878,7909,21078,31016,222378,17355,205023,0.07804279200280603,0.1990077678843981,0.6726547018251424,0.044194756554307116,0.5978176149649259,0.08230496834424295,0.520838982877613,0.06871366808300754,204507,516,16588,767
hist_gradient_boosting,3,fold_3,2018,2022,2023,1436802,224061,0.15594424283930564,272881,0.5,17.893989400001374,0.7141812999998365,272881,52094,220787,0.1909037272657312,0.8018889271574008,0.9084283081986317,0.6054823972050524,0.8435719825626488,0.7049673129574789,0.7894954006162317,0.07531137042247618,214938,5849,20552,31542,222378,17355,205023,0.07804279200280603,0.29149593266320306,0.7921032729998476,0.09420916162489196,0.5439121756487026,0.16060114925593044,0.5437610535008761,0.06356075392301856,203652,1371,15720,1635
